Log file open, 02/04/23 09:48:42
[2023.02.04-08.48.43:299][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.02.04-08.48.43:299][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.02.04-08.48.43:299][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.02.04-08.48.43:299][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.02.04-08.48.43:299][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.02.04-08.48.43:299][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.02.04-08.48.43:299][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.02.04-08.48.43:299][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Saved/Config/WindowsEditor/Editor.ini]
[2023.02.04-08.48.43:299][  0]LogInit: Computer: DESKTOP-P4A76FT
[2023.02.04-08.48.43:299][  0]LogInit: User: Thomas
[2023.02.04-08.48.43:299][  0]LogInit: CPU Page size=4096, Cores=8
[2023.02.04-08.48.43:299][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.02.04-08.48.43:299][  0]LogMemory: Memory total: Physical=15.7GB (16GB approx)
[2023.02.04-08.48.43:299][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.02.04-08.48.43:299][  0]LogMemory: Process Physical Memory: 310.52 MB used, 314.13 MB peak
[2023.02.04-08.48.43:299][  0]LogMemory: Process Virtual Memory: 308.82 MB used, 308.82 MB peak
[2023.02.04-08.48.43:299][  0]LogMemory: Physical Memory: 11957.22 MB used,  4128.26 MB free, 16085.48 MB total
[2023.02.04-08.48.43:299][  0]LogMemory: Virtual Memory: 16103.26 MB used,  16366.21 MB free, 32469.48 MB total
[2023.02.04-08.48.43:299][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.02.04-08.48.43:304][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.02.04-08.48.43:315][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.02.04-08.48.43:315][  0]LogInit: Using OS detected language (fr-FR).
[2023.02.04-08.48.43:315][  0]LogInit: Using OS detected locale (fr-FR).
[2023.02.04-08.48.43:318][  0]LogTextLocalizationManager: No specific localization for 'fr-FR' exists, so 'fr' will be used for the language.
[2023.02.04-08.48.43:318][  0]LogInit: Setting process to per monitor DPI aware
[2023.02.04-08.48.43:352][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.02.04-08.48.43:352][  0]LogWindowsTextInputMethodSystem:   - Français (France) - (Keyboard).
[2023.02.04-08.48.43:352][  0]LogWindowsTextInputMethodSystem:   - Anglais (États-Unis) - (Keyboard).
[2023.02.04-08.48.43:354][  0]LogWindowsTextInputMethodSystem: Activated input method: Français (France) - (Keyboard).
[2023.02.04-08.48.43:383][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.02.04-08.48.43:383][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.02.04-08.48.43:542][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.02.04-08.48.43:543][  0]LogWindows: Attached monitors:
[2023.02.04-08.48.43:543][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1032), device: '\\.\DISPLAY1' [PRIMARY]
[2023.02.04-08.48.43:543][  0]LogWindows: Found 1 attached monitors.
[2023.02.04-08.48.43:543][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.02.04-08.48.43:543][  0]LogRHI: RHI Adapter Info:
[2023.02.04-08.48.43:543][  0]LogRHI:             Name: NVIDIA GeForce RTX 3070 Laptop GPU
[2023.02.04-08.48.43:543][  0]LogRHI:   Driver Version: 516.59 (internal:31.0.15.1659, unified:516.59)
[2023.02.04-08.48.43:543][  0]LogRHI:      Driver Date: 6-23-2022
[2023.02.04-08.48.43:543][  0]LogD3D12RHI:     GPU DeviceId: 0x249d (for the marketing name, search the web for "GPU Device Id")
[2023.02.04-08.48.43:543][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.02.04-08.48.43:547][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.02.04-08.48.43:547][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.02.04-08.48.43:714][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: Bindless resources are supported
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.02.04-08.48.43:715][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.02.04-08.48.43:940][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.02.04-08.48.43:941][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.02.04-08.48.43:941][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.02.04-08.48.44:321][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.02.04-08.48.44:321][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.02.04-08.48.44:322][  0]LogRHI: Texture pool is 4583 MB (70% of 6548 MB)
[2023.02.04-08.48.44:322][  0]LogD3D12RHI: Async texture creation enabled
[2023.02.04-08.48.44:322][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.02.04-08.48.44:430][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/PlanteAlienGameJam.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Intermediate/TurnkeyReport_0.log" -log="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Intermediate/TurnkeyLog_0.log" -project="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/PlanteAlienGameJam.uproject"  -platform=all'
[2023.02.04-08.48.44:430][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""E:/Travail/ProjectUnreal/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/PlanteAlienGameJam.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Intermediate/TurnkeyReport_0.log" -log="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Intermediate/TurnkeyLog_0.log" -project="E:/Travail/ProjectUnreal/GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/PlanteAlienGameJam.uproject"  -platform=all" ]
[2023.02.04-08.48.44:490][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.02.04-08.48.44:490][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.02.04-08.48.44:490][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.02.04-08.48.44:490][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.02.04-08.48.44:490][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.02.04-08.48.44:490][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.02.04-08.48.44:490][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.02.04-08.48.44:491][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.02.04-08.48.44:492][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.02.04-08.48.44:492][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.02.04-08.48.44:493][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.02.04-08.48.44:505][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.02.04-08.48.44:564][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.02.04-08.48.44:564][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.02.04-08.48.44:574][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.02.04-08.48.44:574][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.02.04-08.48.44:580][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.02.04-08.48.44:580][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.02.04-08.48.44:580][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.02.04-08.48.44:580][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.02.04-08.48.44:586][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.02.04-08.48.44:586][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.02.04-08.48.44:586][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.02.04-08.48.44:590][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.02.04-08.48.44:590][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.02.04-08.48.44:600][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.02.04-08.48.44:600][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.02.04-08.48.44:600][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.02.04-08.48.44:600][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.02.04-08.48.44:600][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.02.04-08.48.44:600][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.02.04-08.48.44:607][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.02.04-08.48.44:607][  0]LogTargetPlatformManager:   ADPCM
[2023.02.04-08.48.44:607][  0]LogTargetPlatformManager:   PCM
[2023.02.04-08.48.44:612][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.02.04-08.48.44:612][  0]LogTargetPlatformManager:   BINKA
[2023.02.04-08.48.44:622][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.02.04-08.48.44:622][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.02.04-08.48.44:622][  0]LogTargetPlatformManager:   OGG
[2023.02.04-08.48.44:627][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.02.04-08.48.44:627][  0]LogTargetPlatformManager:   OPUS
[2023.02.04-08.48.44:688][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.02.04-08.48.44:699][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager:   VVM_1_0
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.04-08.48.44:707][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.04-08.48.44:707][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.04-08.48.44:714][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.04-08.48.44:714][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.04-08.48.44:714][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.04-08.48.44:714][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.04-08.48.44:753][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.04-08.48.44:753][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.04-08.48.44:753][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.04-08.48.44:760][  0]LogDerivedDataCache: Speed tests for C:/Users/Thomas/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.02.04-08.48.44:760][  0]LogDerivedDataCache: Display: Performance to C:/Users/Thomas/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=898.60MBs, RandomWriteSpeed=159.82MBs. Assigned SpeedClass 'Local'
[2023.02.04-08.48.44:762][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Thomas/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.04-08.48.44:762][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.04-08.48.44:762][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.04-08.48.44:762][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.04-08.48.44:762][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.04-08.48.44:763][  0]LogShaderCompilers: Guid format shader working directory is -13 characters bigger than the processId version (../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Intermediate/Shaders/WorkingDirectory/22168/).
[2023.02.04-08.48.44:763][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Thomas/AppData/Local/Temp/UnrealShaderWorkingDir/9F1946BA46392078AB61BDA3BFC1B30B/'.
[2023.02.04-08.48.44:763][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.04-08.48.44:763][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 8 workers.
[2023.02.04-08.48.45:688][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.04-08.48.45:994][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.04-08.48.45:994][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: ---
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: ---
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.04-08.48.46:227][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.04-08.48.46:487][  0]LogSlate: Using FreeType 2.10.0
[2023.02.04-08.48.46:487][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.04-08.48.46:564][  0]LogAssetRegistry: FAssetRegistry took 0.0141 seconds to start up
[2023.02.04-08.48.46:574][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.04-08.48.46:802][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.04-08.48.47:096][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED021E00][000008B9E4639000 52] GlobalDefaults, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED024200][000008B9E3A4A000 52] Windows, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED024400][000008B9DCC12800 52] WindowsEditor, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED023E00][000008B9ED2F0000 52] WindowsServer, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED023A00][000008B9ED2F5000 52] WindowsClient, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED023600][000008B9ED2F7800 52] IOS, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED023800][000008B9ED2FA000 52] iPadAir2, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED023C00][000008B9E667A000 52] IPadPro, 
[2023.02.04-08.48.47:096][  0]LogDeviceProfileManager: 	[000008B9ED023400][000008B9ED2FC800 52] iPadAir3, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED023200][000008B9ED300000 52] iPadAir4, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED021200][000008B9ED305000 52] iPadAir5, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED024800][000008B9ED307800 52] iPadMini4, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED024000][000008B9ED30A000 52] iPadMini5, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED024C00][000008B9ED30C800 52] iPadMini6, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026E00][000008B9ED352800 52] iPhone6S, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026A00][000008B9ED350000 52] iPhone7, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026800][000008B9ED355000 52] iPodTouch7, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED024E00][000008B9ED35A000 52] iPhone6SPlus, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED022C00][000008B9ED35C800 52] iPhone7Plus, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED022000][000008B9ED2F2800 52] iPhoneSE, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED024A00][000008B9ED357800 52] iPhone8, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED022E00][000008B9ED360000 52] iPhone8Plus, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026400][000008B9ED365000 52] iPhoneX, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED022400][000008B9ED367800 52] iPhoneXS, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED022600][000008B9ED36A000 52] iPhoneXSMax, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED025000][000008B9ED36C800 52] iPhoneXR, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED025800][000008B9ED302800 52] iPhone11, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026200][000008B9ED310000 52] iPhone11Pro, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED025400][000008B9ED315000 52] iPhone11ProMax, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026600][000008B9ED317800 52] iPhoneSE2, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026C00][000008B9ED31A000 52] iPhone12Mini, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED025600][000008B9ED31C800 52] iPhone12, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED027000][000008B9ED362800 52] iPhone12Pro, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED022A00][000008B9ED320000 52] iPhone12ProMax, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED027E00][000008B9ED325000 52] iPhone13Mini, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED025200][000008B9ED327800 52] iPhone13, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED027A00][000008B9ED32A000 52] iPhone13Pro, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED024600][000008B9ED32C800 52] iPhone13ProMax, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED026000][000008B9ED312800 52] iPhoneSE3, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED027200][000008B9ED380000 52] iPhone14, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED028000][000008B9ED385000 52] iPhone14Plus, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED025C00][000008B9ED387800 52] iPhone14Pro, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED028E00][000008B9ED38A000 52] iPhone14ProMax, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED027600][000008B9ED38C800 52] iPadPro105, 
[2023.02.04-08.48.47:097][  0]LogDeviceProfileManager: 	[000008B9ED028A00][000008B9ED322800 52] iPadPro129, 
